venue_id,name,address,city,country,capacity,latitude,longitude
11832,Spelthorne Sports Club,"296 Staines Road West, Ashford Common","Ashford, Middlesex",England,1000,,
11833,Mile End Stadium,"190 Burdett Road, Tower Hamlets",London,England,2000,51.5190214,-0.0334207
19239,Guardian Warehousing Arena,Noose Lane,"Willenhall, West Midlands",England,3660,,
6250,The Brian Addison Stadium,"School Road, Squires Gate","Blackpool, Lancashire",England,2000,,
21342,Poltair Park,73 Trevarthian Road,"St Austell, Cornwall",England,6000,,
11835,The Recreation Ground,,"Stanstead Abbotts, Hertfordshire",England,1000,,
11836,Hargrave Park Stadium,,"Stansted Mountfitchet, Essex",England,2000,,
11837,The Hawthorns,"New Farm Road, Stanway","Colchester, Essex",England,567,,
11838,Inkersall Road,Inkersall Road,"Staveley, Derbyshire",England,5000,53.2546939,-1.3672393
11839,Steyning Town Community Football Club,Shooting Field,"Steyning, West Sussex",England,1000,,
11840,The Map Group UK Stadium,Bishopton Road West,Stockton-on-Tees,England,1800,,
18865,The JSJ Stadium,"New Roker Park, Arlesey Rd",Stotfold,England,1000,,
6251,Walshes Meadow,Harrold Davies Drive,"Stourport-on-Severn, Worcestershire",England,2000,,
12180,Greens Meadow Ground,Bury Road,"Stowmarket, Suffolk",England,1000,,
6252,The Tannery Ground,Middle Brooks Street,"Street, Somerset",England,1000,,
18825,Sunderland LGV Park,"Beechbrooke, Ryhope",Sunderland,England,1500,,
11842,Ryhope Recreation Park,Ryhope Recreation Park,Sunderland,England,1000,,
21999,Lower Road,Lower Road,"Hextable, Kent",England,1000,,
11843,Shoemakers Lane,Shoemakers Lane,"Swaffham, Norfolk",England,1000,,
11844,Barlow's Park,Silchester Road,"Tadley, Hampshire",England,1000,,
22000,Full Vision Stadium,Station Road,"Takeley, Essex",England,2000,,
11846,Langsford Park,,"Tavistock, Devon",England,2000,,
22001,Meridian Stadium at Dennyfield,Ainsbury Avenue,"Thackley, West Yorkshire",England,3000,,
11848,Mundford Road,Mundford Road,"Thetford, Norfolk",England,1500,52.5100622,0.6569231
11849,Teesdale Park,Acklam Road,"Thornaby-on-Tees, North Yorkshire",England,5000,,
12181,Mundy Playing Fields,Kington Lane,"Thornbury, South Gloucestershire",England,1000,,
6253,The Beeches,Packwood Road,"Tividale, West Midlands",England,3000,52.5107716,-2.0512006
20886,The Michael Anthony Stadium,Cow Lane,"Tring, Hertfordshire",England,2000,,
11851,Glevum Park,Lower Tuffley Lane,"Gloucester, Gloucestershire",England,1000,,
11852,Culverden Stadium,Culverden Down,Royal Tunbridge Wells,England,3750,,
11853,The Oaks,Framfield,"Uckfield, East Sussex",England,1000,50.9637774,0.1408459
19855,HMS Temeraire Sports Ground,"St George&apos;s Road, Portsmouth",Portsmouth,England,1000,,
12183,Withdean Stadium,"Withdean Road, Withdean","Brighton, East Sussex",England,8850,,
12184,The vanEupen Arena,"Rivacre Road, Hooton","Ellesmere Port, Cheshire",England,2500,,
11854,Stag Meadow,St. Leonards Road,"Windsor, Berkshire",England,4500,,
11855,Oak Park,Coppice Road,"Walsall Wood, West Midlands",England,1500,52.6322981,-1.9294669
11856,Sumner Road,Sumner Road,"Walsham-le-Willows, Suffolk",England,1000,,
11857,Wadham Lodge Stadium,"Kitchener Road, Walthamstow",London,England,4000,,
6256,Dog & Duck Ground,London Road,"Wellingborough, Northamptonshire",England,2500,,
20354,The Playing Field Wellington,12 Courtland Road,"Wellington, Somerset",England,1500,,
11859,Vale Farm Stadium,"Watford Road, Wembley",London,England,3348,,
22002,The Northern Metal Recycling Stadium,Darlington Road,"West Auckland, County Durham",England,6728,,
18866,Step Places Stadium,"Brookburn Road, Chorlton-cum-Hardy",Manchester,England,1000,,
11861,Meadow Lane,Meadow Lane,"Westbury, Wiltshire",England,1000,,
11862,The Glebe Ground,Rose Avenue,"Whickham, Tyne and Wear",England,2000,,
11863,KMJ Mortgages Stadium,Black Park Road,"Whitchurch, Shropshire",England,1000,,
11864,Hillheads Park,,"Whitley Bay, Tyne and Wear",England,4500,,
11865,King George V Playing Field,Old Norwich Road,"Ipswich, Suffolk",England,1000,,
6258,Barton Stadium,Kingsway,"Winsford, Cheshire",England,7000,53.1934392,-2.5128749
21343,Elmfields Gate,Elmfields Gate,"Winslow, Buckinghamshire",England,2000,,
19856,MKM Stadium,West Street,"Winterton, Lincolnshire",England,3000,,
12185,Brinsford Lane,"Brinsford Lane, Coven Heath",Wolverhampton,England,1000,,
11866,Notcutts Park,Fynn Road,"Woodbridge, Suffolk",England,1500,,
22003,Ashton Playing Fields,"598 Chigwell Road, Woodford Bridge","Woodford Green, Greater London",England,1000,51.6073283,0.0503267
11867,Claines Lane,Claines Lane,"Worcester, Worcestershire",England,1000,52.2274646,-2.2186102
6259,Trafford Park,Skinners Lane,"Wroxham, Norfolk",England,2000,,
11868,The Bracken Edge,Bracken Edge,"Leeds, West Yorkshire",England,1550,,
19846,The Citadel,"Bransby Rise, Newlands","Farsley, West Yorkshire",England,3900,,
10665,Liberty Way,Liberty Way,"Nuneaton, Warwickshire",England,6250,,
11119,Swansea City FC Youth Academy Training Centre,"Beaufort Road, Plasmarl",Swansea,England,1000,,
7732,The County Ground (Lancashire FA HQ),Thurston Road,"Leyland, Lancashire",England,4000,,
2694,Haig Avenue,Haig Avenue,"Southport, Merseyside",England,6008,,
7733,Holmes Park,"Dog and Gun Lane, Whetstone","Leicester, Leicestershire",England,1030,,
11117,Lotus Training Center,Hethersett Lane,"Colney, Norfolk",England,1000,,
7735,Clayton Wood Training Ground,"Rosetree Avenue, Trent Vale","Stoke-on-Trent, Staffordshire",England,1000,,
7737,Palm Training Ground,"430 Birmingham Road, Great Barr","Walsall, West Midlands",England,1000,,
12140,The Welfare Ground,Off Upper Lane,"Emley, West Yorkshire",England,2330,,
12186,The Lancer Scott Stadium,West Town Road,"Backwell, Somerset",England,1000,,
7738,Haywood Way,Haywood Way,"Aylesbury, Buckinghamshire",England,1300,,
7739,Priory Park,,,England,3000,52.5718973,1.1104829
21344,Silkmore Lane Sports Ground,Silkmore Lane,"Brocton, Staffordshire",England,1500,,
7740,Leslie Fields,Springfield Road,"Burnham-on-Crouch, Essex",England,2000,,
22004,Emplas Commercial North Stadium,Andrew Street,"Chadderton, Greater Manchester",England,1500,,
11869,Compton Park,,"Cogenhoe, Northamptonshire",England,5000,,
12187,Sir Tom Cowie Millfield Ground,West Road,"Crook, County Durham",England,1500,,
7741,Esh Group Stadium,,,England,3000,,
7742,Weycourt Meadow,"Wey Court, Meadrow","Godalming, Surrey",England,3000,,
22005,Fruehauf Stadium,Harrowby Lane,Grantham,England,1500,,
18974,Grounsell Park,,Newcastle upon Tyne,England,2000,,
22006,Crown Skip Hire Stadium,Kirkby Road,"Barwell, Leicestershire",England,2500,,
12188,Oakley Road,"Oakley Road, Borough of Greenwich",London,England,1000,,
12189,Summerleaze Village Ground,35 North Town Moor,"Maidenhead, Berkshire",England,1000,,
21346,GBS Stadium,"Humber Doucy Lane, Rushmere","Ipswich, Suffolk",England,1000,,
12190,The Sportsfield,St Floras Road,"Littlehampton, West Sussex",England,1500,,
12191,Station Road,Station Road,"Long Buckby, Northamptonshire",England,2000,52.2997546,-1.0831063
20888,Potash Lane Ground,Potash Lane,"Milton Heights, Oxfordshire",England,1000,,
7743,Church Lane,Church Lane,"New Mills, Derbyshire",England,1400,53.3664061,-1.9939120
22007,Fawcetts Field Sports Ground,Christchurch Road,"New Milton, Hampshire",England,1500,,
7744,WareHouse Systems Stadium,Dimple Wells,"Ossett, West Yorkshire",England,3000,,
5529,The Stade France Ingfield,Prospect Road,"Ossett, West Yorkshire",England,2000,,
22008,Parkgate Sports & Social Club,"Green Lane, Rawmarsh","Rotherham, South Yorkshire",England,1000,,
20135,The Southdowns Builders Stadium,Love Lane,"Petersfield, Hampshire",England,3000,,
7746,Welfare Ground,Kirklington Road,"Rainworth, Nottinghamshire",England,2000,,
7747,Cannon Park,,,England,2000,,
12192,Windsor Playing Fields,Horsenden Lane,"Princes Risborough, Buckinghamshire",England,1500,,
20889,The GMS Windows Arena,,"Sherborne, Dorset",England,1150,,
21348,Langwith Road Ground,Langwith Road,"Shirebrook, Derbyshire",England,1000,,
22009,O'Riordan Bond Stadium,"Talavera Way, Moulton Park","Northampton, Northamptonshire",England,1000,,
7748,Thurrock Hotel,"Ship Lane, Grays","Thurrock, Essex",England,3500,,
7749,Tipton Sports Academy,,,England,1500,,
18976,West Clewes,North Rd,Midsomer Norton,England,2400,,
21350,Wincanton Sports Ground,,Wincanton,England,1000,,
20890,The Exclusive Networks Stadium,Anstey Park,"Alton, Hampshire",England,1500,,
12194,Ribbesford Meadows,B4194,"Bewdley, Worcestershire",England,200,,
7750,Kirklands Stadium,"St. Peters Road, Rock Ferry","Birkenhead, Merseyside",England,1500,,
12195,Southbank,Lacock Road,"Corsham, Wiltshire",England,1200,,
7751,The Keith Tuckey Stadium,,,England,3000,,
21351,The Brian Whitehead Sports Ground,Wick,"Downton, Wiltshire",England,2000,,
12196,Marlborough Park,Marlborough Way,"Ilfracombe, Devonshire",England,1000,,
7752,Norton Cricket Club & Miners Welfare Institute,"Community Drive, Smallthorne",Stoke-on-Trent,England,2000,,
7753,Nene Park,,,England,6441,,
18977,The Beehive,Abbeyfields Drive,"Studley, Warwickshire",England,1500,,
18978,The Mill,Mill Lane,"Torpoint, Cornwall",England,1500,,
22010,Blackstones Sports & Social Club,Lincoln Road,"Stamford, Lincolnshire",England,2000,,
12197,Bremhill View,Bremhill View,"Calne, Wiltshire",England,2500,51.4461567,-2.0106114
21352,The Ground Up Solutions Stadium,"Park Road, Cheadle","Stockport, Greater Mancheste",England,2000,,
22011,Beatrice Avenue,Beatrice Avenue,"East Cowes, Isle of Wight",England,1000,,
8594,Coronation Park,Chewton Street,"Eastwood, Nottinghamshire",England,2500,,
21353,RM Stadium,Aerial Way,"Hucknall, Nottinghamshire",England,1000,53.0261585,-1.2148231
18979,Rowley Lane,"Rowley Lane, Arkley, Barnet",London,England,1500,,
20892,Aitchison Playing Field,Castle Rd,Oldland Common,England,1000,,
20893,Blaise Park,,"St Blazey, Cornwall",England,3500,,
18980,Ironworks Road,Ironworks Road,"Tow Law, County Durham",England,3000,,
7757,Belle Vue,Doncaster Road,"Wakefield, West Yorkshire",England,12600,53.6699011,-1.4793142
7758,Byfield Road,,,England,3000,52.2510141,-0.1144684
7759,Crilly Park,Spa Road,"Atherton, Lancashire",England,1500,,
20894,The Birtley Sports Complex,Durham Road,"Birtley, Tyne and Wear",England,380,,
22012,Kalkut’s Community Stadium,"Oxford Street, Rossington","Doncaster, South Yorkshire",England,1290,,
20895,The Acoustafoam Stadium,Coppice Green Lane,"Shifnal, Shropshire",England,1500,,
5486,Larges Lane,Larges Lane,"Bracknell, Berkshire",England,2500,,
7760,Neil Rourke Memorial Stadium,,,England,2000,,
7761,The Portway Stadium,,,England,3000,,
7762,The Orchard,,,England,2100,52.1775770,0.0963979
11870,The Recreation Ground Alfold,Dunsfold Road,"Cranleigh, Surrey",England,1000,,
12200,Kellaway Park,Clodgey Lane,"Helston, Cornwall",England,1000,,
12201,Memorial Ground Little Oakley,Harwich Road,"Little Oakley, Essex",England,1000,,
12202,Jenkins Park,Mill Road,"Millbrook, Cornwall",England,1000,,
22014,Altrincham Road,"Hollyhedge Park Footpath, Wythenshawe","Manchester, Cheshire",England,1000,,
11872,The Coppice,"Tythe Barn Lane, Shirley","Solihull, West Midlands",England,2000,,
21354,Hillcrest Avenue,"Hillcrest Avenue, High Ercal","Dudley, West Midlands",England,2000,,
10731,Blue Flames Ground (Northumberland FA),"Whitley Road, Benton","North Tyneside, Tyne and Wear",England,1000,,
21458,Blackburn Rovers Training Centre,Gleneagles Drive,"Brockhall Village, Lancashire",England,1000,,
21459,Burnley FC Training Centre,"Stockbridge Drive, Ightenhill","Burnley, Lancashire",England,1500,,
21460,Moor Farm Training Centre,"Morley Road, Oakwood","Derby, Derbyshire",England,1000,,
21461,Finch Farm Training Ground,"Finch Lane, Halewood",Liverpool,England,1000,,
21462,Thorp Arch Grange,"46 Walton Chase, Thorp Arch","Wetherby, West Yorkshire",England,1000,,
21463,City Football Academy,400 Ashton New Road,Manchester,England,1000,53.4801641,-2.1890978
21464,Trafford Training Centre,Birch Road / Off Isherwood Road,"Carrington, Greater Manchester",England,1000,,
21465,Rockliffe Park,,"Hurworth Place, County Durham",England,1000,,
21466,Newcastle United Football Academy,"Off Greenlee Drive, Little Benton",Newcastle upon Tyne,England,1000,,
21467,Academy of Light Training Ground,"Sunderland Road, Cleadon","Sunderland, Tyne and Wear",England,1000,,
21468,Sir Jack Hayward Training Ground,"Douglas Turner Way, Compton Park","Wolverhampton, West Midlands",England,2000,,
21491,Sobha Realty Training Centre,"Bell Lane, London Colney","Shenley, Hertfordshire",England,1000,,
21470,Crystal Palace Training Ground,Copers Cope Road,"Beckenham, Kent",England,1000,,
21219,LCFC Training Ground Match Pitch 1,Park Hill Lane,"Sileby, Leicestershire",England,499,,
21472,West Bromwich Albion Training Ground,"430 Birmingham Road, Great Barr","Walsall, West Midlands",England,1000,,
21473,Little Heath Sports Ground,Hainault Road,"Romford, Essex",England,1000,,
22765,Maiden Castle Sports Park,"Stockton Road, Maiden Castle","Durham, County Durham",England,2381,,
22759,Copperjax Community Stadium,"Hayes Lane, Bromley",London,England,5150,,
19778,USW Sports Park,"Main Avenue, Upper Boat","Treforest, Pontypridd",England,1000,,
22766,The Martello Ground,Dellwood Avenue,"Felixstowe, Suffolk",England,2000,,
10628,i2i Stadium,Ings Lane,"Tadcaster, North Yorkshire",England,1500,,
11118,Academy Stadium,400 Ashton New Road,Manchester,England,7000,,
509,Ashton Gate,Ashton Road,Bristol,England,27000,51.4398694,-2.6203405
516,Cardiff City Stadium,Leckwith Road,Caerdydd,England,33280,,
11121,Hull University Sports Ground,356 Inglemire Lane,Hull,England,1000,,
19011,Lancashire FA County Ground,Thurston Road,"Leyland, Lancashire",England,4000,,
22015,MoreSeaFood Ground,25 Wall Park Road,"Brixham, Devonshire",England,1000,,
12204,Hereford Lads Club FC County Ground,Widemarsh Common,"Hereford, Herefordshire",England,1000,,
12205,Springfield Stadium,Janvrin Road,"St. Helier (Jersey, Channel Islands)",England,1992,,
12206,The Nest Lakenheath,Back Street,"Lakenheath, Suffolk",England,1000,,
18826,The Irish Centre,Pavilion Manor Field,"Milton Keynes, Buckinghamshire",England,1500,,
22016,Interiora Trungle Parc,,"Paul, Cornwall",England,1000,,
18981,The Dransfield Stadium,Church Road,"North Ferriby, East Yorkshire",England,3000,,
12143,Adie Moran Park,Sandgate Road,"Prestwich, Greater Manchester",England,1000,,
12209,Green Lane,Green Lane,"Redcar, North Yorkshire",England,1000,,
12210,Vertigo Stadium,Wainfleet Rd,"Skegness, Lincolnshire",England,1000,,
12211,Oldfields Sports Ground,1 Springfield Road,Uttoxeter,England,1000,,
12212,Ericstan Park,"Timpson Road, Wythenshawe",Manchester,England,1000,53.3998299,-2.2999730
20897,Skye Direct Stadium,Longfield Avenue,"Golcar, West Yorkshire",England,1000,,
21474,Nottingham Forest Football Academy,,"West Bridgford, Nottingham",England,1000,,
22587,St George’s Park - Pitch 6,"Michael Owen, Scotch Hill","Burton upon Trent, Staffordshire",England,1000,,
18887,The Bowl,Groves Road,Douglas,England,3500,,
19265,Bartholomew Way,Bartholomew Way,"Horsham, West Sussex",England,1000,51.0834756,-0.3008540
18983,Myrak Park,Roding Lane,"Buckhurst Hill, Essex",England,1000,,
22017,Gillford Park Stadium,Petteril Bank Road,"Carlisle, Cumbria",England,3000,,
18984,The Paycare Ground,"Bentley Road North, Bentley","Darlaston, West Midlands",England,1000,,
22018,Bickland Park,Bickland Water Road,Falmouth,England,1000,,
18986,Old School Lane,Old School Lane,"Hereford, Herefordshire",England,2000,52.0704964,-2.7107434
18987,The Middlesex Stadium,Breakspear Road,"Ruislip, Middlesex",England,3587,,
18988,The Stag Ground,Newdigate Street,Nottingham,England,1000,,
18989,The Dell,"Church Road, Laverstock","Salisbury, Wiltshire",England,1000,,
19859,The Rotherfield,"Dodsley Grove, Easebourne","Midhurst, West Sussex",England,1000,50.9951652,-0.7336754
18990,Shefford Sports Club,Hitchin Road,"Shefford, Bedfordshire",England,1000,,
22019,DOADC Stadium,Claines Lane,"Worcester, Worcestershire",England,1000,,
18992,Weybourne Road,Weybourne Road,"Sheringham, Norfolk",England,1000,52.9429912,1.1417292
22343,AFC Bournemouth Performance Centre,"Canford Magna, Wimborne","Bournemouth, Dorset",England,1000,,
21222,Cardiff International Sports Stadium,Leckwith Road,Cardiff (Caerdydd),England,4953,,
21223,University College London,"Bell Lane, London Colney","Shenley, Hertfordshire",England,1000,,
21224,Robins High Performance Centre,Clevedon Road,"Failand, Somerset",England,1223,,
22344,Florence Park,Grange Road,Tiptree,England,1000,51.8160568,0.7366723
21226,The Alan Higgs Centre Field 1,"Allard Way, Pinley","Coventry, West Midlands",England,1000,,
21227,Ipswich Town Training Centre,Playford Road,"Ipswich, Suffolk",England,1000,,
21477,Millwall FC Training Ground,,"Bromley, London",England,1000,,
19718,Swansway Chester Stadium,Bumpers Lane,"Chester, Cheshire",England,5376,53.1892245,-2.9234720
22020,Droitwich Spa Football Field,"Kingys, Briar Mill","Droitwich, Worcestershire",England,1000,,
22021,The Element Ground,Lower Packington Rd,Ashby-de-la-Zouch,England,1000,,
20899,Linwood Playing Fields,Saffron Lane,"Leicester, Leicestershire",England,1000,,
22022,Phoenix Park,156 Saltersgill Avenue,Middlesbrough,England,1000,,
20901,Memorial Field,,"Downham Market, Norfolk",England,1000,,
20902,The Jack Carter Centre,The Drive,"Ilford, Greater London",England,2000,,
20903,The Recreation Ground,Wilderness Lane,"Harleston, Norfolk",England,1000,,
22023,4ED Hartpury Stadium with Vodafone,Hartpury House,"Gloucester, Gloucestershire",England,1000,,
20904,Station Road,Heacham,"King&apos;s Lynn, Norfolk",England,1000,,
20905,The Lindsey Field,Dengemarsh Road,"Lydd, Kent",England,1000,,
20906,Fryth Way,Fryth Way,"Nailsea, Somerset",England,1000,,
21356,PSD Stadium,"Ruskin Drive, Denton&apos;s Green",Saint Helens,England,1000,,
20908,McMullen Park,Meadow Lane,"Cardington, Bedfordshire",England,1500,,
22024,Rugby Borough Sports Trust,Kilsby Lane,"Rugby, Warwickshire",England,2000,,
20910,Potyn's Sports Field,Paddlesworth Road,"Snodland, Kent",England,1000,,
21357,Life Leisure Stockport Sports Village,"Lambeth Grove, Woodley","Stockport, Greater Manchester",England,2384,,
20911,Wallingford Sports Park,Hithercroft Road,"Wallingford, Oxfordshire",England,1500,,
21228,Poolfoot Farm,Butts Road,"Thornton, Lancashire",England,1000,,
22562,Mangata Pay UK Stadium,Broughinge Road,"Borehamwood, Hertfordshire",England,4502,,
21475,Canford Park Arena,Magna Road,"Wimborne, Dorset",England,1000,,
21492,Alexandra Park,"Wettenhall Road, Reaseheath","Nantwich, Cheshire",England,1000,,
21476,Bishop Burton College,York Road,Beverley,England,1000,53.8501179,-0.5036038
21478,Harper’s Park,,"Plymouth, Devon",England,1000,,
21479,TSG Training Centre,Crane Lodge Road,"Hounslow, Greater London",England,1000,51.4896850,-0.4030080
21480,Sheffield United Football Academy,"Firshill Crescent, Shirecliffe","Sheffield, South Yorkshire",England,1000,53.4064640,-1.4693969
21481,Middlewood Training Ground,Middlewood Road,"Sheffield, South Yorkshire",England,1000,,
21482,The Nigel Eady County Ground,County Road,"Swindon, Wiltshire",England,15728,,
21358,Spratley's Meadow,School Lane,"Amersham, Buckinghamshire",England,1500,51.6704027,-0.6242231
21359,Norwood Recreation Ground,Norwood,"Beverley, East Yorkshire",England,1000,,
22025,Gateway Park,Sandringham Drive,"Blyth, Northumberland",England,1000,,
21361,Abbey Lawn,Abbey Road,"Bourne, Lincolnshire",England,1000,52.7666256,-0.3715851
21362,Blackhouse Lane,Blackhouse Lane,"Great Cornard, Suffolk",England,2000,,
21363,Welfare Park,Memorial Avenue,"Easington, County Durham",England,1000,,
22026,The BJM Stadium,"Magna Road, Canford Magna, Merley","Bournemouth, Dorset",England,1000,,
21365,Erme Valley,Ermington Road,"Ivybridge, Devon",England,1000,,
21366,Larkfield & New Hythe Wanderers Ground,251 New Hythe Lane,"Larkfield, Kent",England,1000,,
21367,Test Park Sports Ground,Lower Brownhill Road,"Southampton, Hampshire",England,1000,,
21368,YMCA Newark and Sherwood Community and Activity Village,Lord Hawke Way,"Newark, Nottinghamshire",England,1000,,
21369,Scotswood Ground,Denton Road,"Newcastle, Tyne and Wear",England,1000,,
21370,Community Stadium,King George&apos;s Way,"Pershore, Worcestershire",England,1000,,
21371,Bristol Road,Bristol Rd,Bristol,England,2000,51.4431098,-2.7349714
21372,Jericho Lane Sports Hub,Otterspool Drive,"Liverpool, Merseyside",England,1000,,
22027,The Inkberrow Recreation Ground,Sands Road,"Inkberrow, Worcestershire",England,1000,,
21374,SMS Pro Soccer Park,"Windleshaw Rd, Denton&apos;s Green","Saint Helens, Merseyside",England,1000,,
21375,Crabtree Park,,Wick,England,1000,,
21376,Wormley Playing Fields,Church Lane,"Wormley, Hertfordshire",England,1000,,
12690,Mortgages For You Stadium,Tattershall Road,"Boston, Lincolnshire",England,6000,,
511,Hayes Lane,"Hayes Lane, Bromley",London,England,5150,51.3887483,0.0173678
21378,Lowther Road,"61 Emmbrook Road, Lowther Road","Wokingham, Berkshire",England,1000,,
21493,Portsmouth FC Training Ground,Stoneham Lane,"Eastleigh, Hantshire",England,1000,,
21494,Stevenage FC Sports Hub,Broadhall Way,"Stevenage, Hertfordshire",England,1000,,
21495,Colliers Park,,Gresford,England,1500,,
22028,Fox Lane,Fox Lane,"Eversley, Hampshire",England,1000,,
